"frequency";"r dBS11";"i dBS11"
1e+07;-74.6573;0
1.01547e+07;-74.5246;0
1.03118e+07;-74.3918;0
1.04713e+07;-74.259;0
1.06333e+07;-74.1261;0
1.07978e+07;-73.9933;0
1.09648e+07;-73.8605;0
1.11344e+07;-73.7277;0
1.13066e+07;-73.5949;0
1.14815e+07;-73.462;0
1.16591e+07;-73.3292;0
1.18395e+07;-73.1963;0
1.20226e+07;-73.0635;0
1.22086e+07;-72.9306;0
1.23975e+07;-72.7978;0
1.25893e+07;-72.6649;0
1.2784e+07;-72.5321;0
1.29818e+07;-72.3992;0
1.31826e+07;-72.2663;0
1.33865e+07;-72.1334;0
1.35936e+07;-72.0006;0
1.38038e+07;-71.8677;0
1.40174e+07;-71.7348;0
1.42342e+07;-71.6019;0
1.44544e+07;-71.469;0
1.4678e+07;-71.3361;0
1.4905e+07;-71.2032;0
1.51356e+07;-71.0703;0
1.53697e+07;-70.9374;0
1.56075e+07;-70.8045;0
1.58489e+07;-70.6716;0
1.60941e+07;-70.5386;0
1.63431e+07;-70.4057;0
1.65959e+07;-70.2728;0
1.68526e+07;-70.1399;0
1.71133e+07;-70.0069;0
1.7378e+07;-69.874;0
1.76468e+07;-69.7411;0
1.79198e+07;-69.6081;0
1.8197e+07;-69.4752;0
1.84785e+07;-69.3423;0
1.87643e+07;-69.2093;0
1.90546e+07;-69.0764;0
1.93494e+07;-68.9434;0
1.96487e+07;-68.8105;0
1.99526e+07;-68.6775;0
2.02613e+07;-68.5446;0
2.05747e+07;-68.4116;0
2.0893e+07;-68.2787;0
2.12162e+07;-68.1457;0
2.15443e+07;-68.0128;0
2.18776e+07;-67.8798;0
2.2216e+07;-67.7469;0
2.25597e+07;-67.6139;0
2.29087e+07;-67.481;0
2.32631e+07;-67.348;0
2.36229e+07;-67.215;0
2.39883e+07;-67.0821;0
2.43594e+07;-66.9491;0
2.47362e+07;-66.8162;0
2.51189e+07;-66.6832;0
2.55074e+07;-66.5502;0
2.5902e+07;-66.4173;0
2.63027e+07;-66.2843;0
2.67096e+07;-66.1513;0
2.71227e+07;-66.0184;0
2.75423e+07;-65.8854;0
2.79683e+07;-65.7525;0
2.8401e+07;-65.6195;0
2.88403e+07;-65.4865;0
2.92864e+07;-65.3536;0
