"frequency";"r dBS21";"i dBS21"
1e+06;-0.123011;0
1.01667e+06;-0.123017;0
1.03362e+06;-0.123022;0
1.05085e+06;-0.123028;0
1.06837e+06;-0.123034;0
1.08618e+06;-0.12304;0
1.10429e+06;-0.123046;0
1.1227e+06;-0.123052;0
1.14141e+06;-0.123058;0
1.16044e+06;-0.123064;0
1.17979e+06;-0.12307;0
1.19945e+06;-0.123076;0
1.21945e+06;-0.123082;0
1.23978e+06;-0.123088;0
1.26045e+06;-0.123095;0
1.28146e+06;-0.123101;0
1.30282e+06;-0.123107;0
1.32454e+06;-0.123114;0
1.34662e+06;-0.12312;0
1.36907e+06;-0.123127;0
1.3919e+06;-0.123133;0
1.4151e+06;-0.12314;0
1.43869e+06;-0.123147;0
1.46268e+06;-0.123154;0
1.48706e+06;-0.12316;0
1.51185e+06;-0.123167;0
1.53705e+06;-0.123174;0
1.56268e+06;-0.123181;0
1.58873e+06;-0.123189;0
1.61521e+06;-0.123196;0
1.64214e+06;-0.123203;0
1.66952e+06;-0.12321;0
1.69735e+06;-0.123218;0
1.72565e+06;-0.123225;0
1.75441e+06;-0.123232;0
1.78366e+06;-0.12324;0
1.8134e+06;-0.123248;0
1.84363e+06;-0.123255;0
1.87436e+06;-0.123263;0
1.90561e+06;-0.123271;0
1.93738e+06;-0.123279;0
1.96967e+06;-0.123287;0
2.00251e+06;-0.123295;0
2.03589e+06;-0.123303;0
2.06983e+06;-0.123311;0
2.10434e+06;-0.123319;0
2.13942e+06;-0.123327;0
2.17509e+06;-0.123336;0
2.21135e+06;-0.123344;0
2.24821e+06;-0.123353;0
2.28569e+06;-0.123361;0
2.3238e+06;-0.12337;0
2.36253e+06;-0.123379;0
2.40192e+06;-0.123387;0
2.44196e+06;-0.123396;0
2.48267e+06;-0.123405;0
2.52406e+06;-0.123414;0
2.56614e+06;-0.123423;0
2.60892e+06;-0.123433;0
2.65241e+06;-0.123442;0
2.69663e+06;-0.123451;0
2.74158e+06;-0.123461;0
2.78729e+06;-0.12347;0
2.83375e+06;-0.12348;0
2.88099e+06;-0.12349;0
2.92902e+06;-0.123499;0
2.97785e+06;-0.123509;0
3.0275e+06;-0.123519;0
3.07797e+06;-0.123529;0
3.12928e+06;-0.123539;0
3.18145e+06;-0.12355;0
3.23448e+06;-0.12356;0
3.2884e+06;-0.12357;0
3.34322e+06;-0.123581;0
3.39896e+06;-0.123592;0
3.45562e+06;-0.123602;0
3.51323e+06;-0.123613;0
3.5718e+06;-0.123624;0
3.63134e+06;-0.123635;0
3.69188e+06;-0.123646;0
3.75343e+06;-0.123657;0
3.816e+06;-0.123668;0
3.87962e+06;-0.12368;0
3.94429e+06;-0.123691;0
4.01005e+06;-0.123703;0
4.0769e+06;-0.123714;0
4.14486e+06;-0.123726;0
4.21396e+06;-0.123738;0
4.28421e+06;-0.12375;0
4.35563e+06;-0.123762;0
4.42824e+06;-0.123774;0
4.50207e+06;-0.123787;0
4.57712e+06;-0.123799;0
4.65342e+06;-0.123812;0
4.731e+06;-0.123824;0
4.80987e+06;-0.123837;0
4.89005e+06;-0.12385;0
4.97158e+06;-0.123863;0
5.05446e+06;-0.123876;0
5.13872e+06;-0.123889;0
5.22438e+06;-0.123903;0
5.31148e+06;-0.123916;0
5.40002e+06;-0.12393;0
5.49005e+06;-0.123943;0
5.58157e+06;-0.123957;0
5.67462e+06;-0.123971;0
5.76922e+06;-0.123985;0
5.8654e+06;-0.123999;0
5.96318e+06;-0.124014;0
6.06259e+06;-0.124028;0
6.16366e+06;-0.124043;0
6.26641e+06;-0.124058;0
6.37088e+06;-0.124072;0
6.47709e+06;-0.124087;0
6.58506e+06;-0.124103;0
6.69484e+06;-0.124118;0
6.80645e+06;-0.124133;0
6.91992e+06;-0.124149;0
7.03528e+06;-0.124164;0
7.15256e+06;-0.12418;0
7.2718e+06;-0.124196;0
7.39303e+06;-0.124212;0
7.51628e+06;-0.124229;0
7.64158e+06;-0.124245;0
7.76897e+06;-0.124262;0
7.89849e+06;-0.124278;0
8.03016e+06;-0.124295;0
8.16403e+06;-0.124312;0
8.30013e+06;-0.12433;0
8.4385e+06;-0.124347;0
8.57918e+06;-0.124364;0
8.7222e+06;-0.124382;0
8.8676e+06;-0.1244;0
9.01543e+06;-0.124418;0
9.16573e+06;-0.124436;0
9.31853e+06;-0.124454;0
9.47388e+06;-0.124473;0
9.63181e+06;-0.124491;0
9.79238e+06;-0.12451;0
9.95563e+06;-0.124529;0
1.01216e+07;-0.124549;0
1.02903e+07;-0.124568;0
1.04619e+07;-0.124587;0
1.06363e+07;-0.124607;0
1.08136e+07;-0.124627;0
1.09939e+07;-0.124647;0
1.11772e+07;-0.124668;0
1.13635e+07;-0.124688;0
1.15529e+07;-0.124709;0
1.17455e+07;-0.12473;0
1.19413e+07;-0.124751;0
1.21404e+07;-0.124772;0
1.23428e+07;-0.124793;0
1.25486e+07;-0.124815;0
1.27577e+07;-0.124837;0
1.29704e+07;-0.124859;0
1.31867e+07;-0.124881;0
1.34065e+07;-0.124904;0
1.363e+07;-0.124926;0
1.38572e+07;-0.124949;0
1.40882e+07;-0.124972;0
1.43231e+07;-0.124996;0
1.45619e+07;-0.125019;0
1.48046e+07;-0.125043;0
1.50514e+07;-0.125067;0
1.53023e+07;-0.125091;0
1.55574e+07;-0.125116;0
1.58168e+07;-0.125141;0
1.60805e+07;-0.125166;0
1.63486e+07;-0.125191;0
1.66211e+07;-0.125216;0
1.68982e+07;-0.125242;0
1.71799e+07;-0.125268;0
1.74663e+07;-0.125294;0
1.77575e+07;-0.12532;0
1.80535e+07;-0.125347;0
1.83545e+07;-0.125374;0
1.86604e+07;-0.125401;0
1.89715e+07;-0.125429;0
1.92878e+07;-0.125456;0
1.96093e+07;-0.125484;0
1.99362e+07;-0.125513;0
2.02686e+07;-0.125541;0
2.06065e+07;-0.12557;0
2.095e+07;-0.125599;0
2.12993e+07;-0.125629;0
2.16544e+07;-0.125658;0
2.20153e+07;-0.125688;0
2.23824e+07;-0.125718;0
2.27555e+07;-0.125749;0
2.31348e+07;-0.12578;0
2.35205e+07;-0.125811;0
2.39126e+07;-0.125843;0
2.43113e+07;-0.125874;0
2.47166e+07;-0.125906;0
2.51286e+07;-0.125939;0
2.55475e+07;-0.125972;0
2.59734e+07;-0.126005;0
